,Estado,Cidade,Valor_aluguel,Valor_condomínio,Valor_iptu,Área_total,Qt_quartos,Qt_vagas,Qt_banheiros,Academia,Acesso_para_deficientes,Ar_condicionado,Área_de_serviço,Armário_embutido,Armário_na_cozinha,Bicicletário,Churrasqueira,Circuito_de_segurança,Conexão_à_internet,Elevador,Espaço_gourmet,Garagem,Interfone,Lavanderia,Mobiliado,Piscina,Playground,Quadra_de_tênis,Quadra_poliesportiva,Salão_de_festas,Sauna,Segurança_24h,Sistema_de_alarme,Spa,Varanda
14853,ce,fortaleza,2300.0,460.0,150.0,78.0,3.0,2.0,3.0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,1
9191,ba,salvador,800.0,408.0,40.0,60.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14115,pr,curitiba,1300.0,370.0,53.0,68.0,3.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12531,rs,porto-alegre,1720.0,379.0,71.0,80.0,2.0,1.0,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
16802,pe,recife,1220.0,382.0,98.0,28.0,1.0,1.0,1.0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
10928,sc,florianopolis,400.0,0.0,0.0,71.0,2.0,1.0,2.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
12758,rs,porto-alegre,2200.0,543.0,0.0,61.0,2.0,1.0,1.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
18267,pb,joao-pessoa,4718.0,925.0,0.0,160.0,2.0,2.0,4.0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1
6667,rj,rio-de-janeiro,2000.0,680.0,220.0,45.0,1.0,0.0,1.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8013,go,goiania,900.0,250.0,0.0,55.0,2.0,1.0,2.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
9010,ba,salvador,690.0,430.0,42.0,40.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1594,mg,belo horizonte,1100.0,260.0,73.0,60.0,2.0,1.0,1.0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0
6630,rj,rio-de-janeiro,1350.0,454.0,0.0,52.0,1.0,0.0,1.0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11679,sc,florianopolis,550.0,0.0,0.0,87.0,2.0,1.0,2.0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0
7380,pa,belem,3100.0,0.0,0.0,106.0,3.0,1.0,4.0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0
8180,go,goiania,950.0,200.0,0.0,36.0,1.0,1.0,1.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2952,df,brasilia,700.0,300.0,450.0,35.0,2.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12817,rs,porto-alegre,1800.0,445.0,182.0,117.0,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
16730,pe,recife,1800.0,650.0,1500.0,72.0,3.0,1.0,3.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
15968,ce,fortaleza,2700.0,0.0,171.0,256.0,5.0,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
4772,sp,sao-paulo,3500.0,936.0,241.0,56.0,2.0,1.0,2.0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1
5376,sp,sao-paulo,3800.0,683.0,135.0,103.0,1.0,1.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
18353,pb,joao-pessoa,950.0,550.0,0.0,65.0,2.0,2.0,2.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
6805,rj,rio-de-janeiro,4250.0,0.0,0.0,125.0,4.0,2.0,3.0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1
5354,sp,sao-paulo,2700.0,630.0,112.0,72.0,2.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
921,mg,belo horizonte,1790.0,528.0,171.0,50.0,1.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
12925,rs,porto-alegre,1000.0,250.0,25.0,55.0,1.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4984,sp,sao-paulo,1250.0,470.0,0.0,50.0,2.0,1.0,1.0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
5278,sp,sao-paulo,950.0,120.0,0.0,40.0,2.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19136,rn,natal,650.0,160.0,60.0,40.0,1.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2205,ms,campo-grande,650.0,342.0,105.0,61.0,2.0,1.0,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
16784,pe,recife,1550.0,0.0,0.0,45.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11206,sc,florianopolis,1950.0,417.0,112.0,77.0,3.0,1.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12919,rs,porto-alegre,3760.0,560.0,109.0,72.0,3.0,1.0,2.0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0
18231,pb,joao-pessoa,2200.0,0.0,0.0,140.0,3.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
19408,es,vitoria,1250.0,330.0,400.0,60.0,2.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
981,mg,belo horizonte,3800.0,700.0,280.0,85.0,2.0,2.0,2.0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1
2456,df,brasilia,2600.0,587.0,1478.0,69.0,2.0,1.0,1.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10498,sc,florianopolis,440.0,0.0,0.0,62.0,2.0,1.0,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
631,mg,belo horizonte,3000.0,690.0,410.0,75.0,2.0,2.0,2.0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1
3685,mt,cuiaba,5000.0,1904.0,5000.0,215.0,3.0,3.0,5.0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
8537,go,goiania,1200.0,600.0,0.0,120.0,3.0,1.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
8892,ba,salvador,2800.0,0.0,0.0,50.0,1.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
11759,ma,sao-luis,4500.0,0.0,0.0,150.0,3.0,2.0,3.0,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
10226,ba,salvador,1590.0,1200.0,110.0,70.0,3.0,2.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0
18833,rn,natal,1400.0,0.0,0.0,59.0,2.0,1.0,1.0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1
2331,df,brasilia,1250.0,382.0,42.0,52.0,2.0,1.0,2.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13801,pr,curitiba,2200.0,0.0,110.0,108.0,3.0,1.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6096,rj,rio-de-janeiro,1600.0,468.0,0.0,62.0,2.0,1.0,2.0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0
8936,ba,salvador,1450.0,400.0,150.0,47.0,1.0,2.0,1.0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0
7103,rj,rio-de-janeiro,2200.0,920.0,2100.0,87.0,3.0,1.0,3.0,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16359,pe,recife,2890.0,0.0,0.0,59.0,2.0,1.0,2.0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0
11269,sc,florianopolis,1990.0,521.0,60.0,75.0,2.0,1.0,2.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0
16256,pe,recife,3318.0,450.0,232.0,99.0,3.0,2.0,3.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
2898,df,brasilia,1100.0,223.0,563.0,25.0,1.0,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8999,ba,salvador,2800.0,783.0,350.0,80.0,2.0,2.0,2.0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1
16869,pe,recife,1700.0,0.0,0.0,35.0,1.0,0.0,1.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11596,sc,florianopolis,2850.0,502.0,90.0,89.0,3.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4420,sp,sao-paulo,2700.0,750.0,50.0,25.0,1.0,1.0,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12116,al,maceio,2100.0,0.0,0.0,79.0,3.0,1.0,2.0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
19397,es,vitoria,1699.0,370.0,65.0,88.0,3.0,1.0,3.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
7475,pa,belem,3500.0,1450.0,119.0,200.0,4.0,2.0,2.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2552,df,brasilia,1700.0,435.0,86.0,60.0,2.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6975,rj,rio-de-janeiro,2100.0,870.0,170.0,67.0,3.0,2.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0
459,mg,belo horizonte,3600.0,0.0,0.0,115.0,3.0,2.0,3.0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0
1138,mg,belo horizonte,2500.0,547.0,254.0,92.0,3.0,1.0,2.0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0
17253,pe,recife,2300.0,0.0,0.0,114.0,3.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1665,mg,belo horizonte,2500.0,300.0,121.0,85.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9091,ba,salvador,1300.0,700.0,0.0,70.0,2.0,1.0,2.0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
3837,mt,cuiaba,1400.0,0.0,0.0,72.0,2.0,2.0,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17523,pe,recife,2200.0,300.0,1000.0,80.0,3.0,1.0,2.0,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1,0,1,1,0,1
2582,df,brasilia,1350.0,0.0,0.0,30.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
16004,ce,fortaleza,2000.0,891.0,99.0,180.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1
17059,pe,recife,1200.0,260.0,480.0,65.0,3.0,1.0,2.0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
9274,ba,salvador,1758.0,405.0,137.0,56.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
724,mg,belo horizonte,2100.0,702.0,156.0,201.0,3.0,2.0,1.0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12053,al,maceio,6000.0,0.0,0.0,155.0,4.0,3.0,5.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
13649,pr,curitiba,1407.0,200.0,50.0,33.0,1.0,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2090,ms,campo-grande,1200.0,290.0,135.0,80.0,2.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8668,ba,salvador,3000.0,980.0,237.0,113.0,3.0,2.0,2.0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0
14710,pr,curitiba,1850.0,490.0,98.0,130.0,3.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4685,sp,sao-paulo,5404.0,1873.0,323.0,68.0,1.0,0.0,2.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
3142,mt,cuiaba,950.0,400.0,0.0,70.0,3.0,1.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
14888,ce,fortaleza,2900.0,200.0,0.0,50.0,2.0,1.0,2.0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1
18153,pb,joao-pessoa,1000.0,250.0,0.0,80.0,3.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1811,am,manaus,3650.0,650.0,0.0,92.0,2.0,2.0,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
17220,pe,recife,2600.0,0.0,0.0,45.0,2.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3527,mt,cuiaba,1000.0,0.0,0.0,45.0,1.0,1.0,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1791,am,manaus,2600.0,0.0,0.0,67.0,2.0,1.0,2.0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1
2633,df,brasilia,3500.0,760.0,143.0,103.0,3.0,1.0,2.0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4295,sp,sao-paulo,3590.0,1050.0,252.0,74.0,3.0,1.0,2.0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0
16089,ce,fortaleza,1500.0,1035.0,0.0,123.0,3.0,2.0,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
13339,rs,porto-alegre,1500.0,300.0,53.0,53.0,2.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17759,pe,recife,2250.0,0.0,0.0,40.0,1.0,1.0,1.0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0
11720,sc,florianopolis,650.0,0.0,0.0,100.0,3.0,1.0,2.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
19612,es,vitoria,12000.0,1200.0,0.0,243.0,4.0,4.0,5.0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0
7831,go,goiania,750.0,250.0,0.0,55.0,2.0,1.0,2.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
16960,pe,recife,3100.0,0.0,0.0,50.0,2.0,1.0,2.0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0
13724,pr,curitiba,1150.0,550.0,82.0,86.0,3.0,1.0,2.0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
5040,sp,sao-paulo,80000.0,6672.0,4336.0,470.0,3.0,6.0,7.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2168,ms,campo-grande,700.0,350.0,0.0,67.0,2.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11843,ma,sao-luis,7000.0,2400.0,0.0,500.0,4.0,4.0,4.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
7691,go,goiania,1300.0,300.0,42.0,46.0,1.0,1.0,1.0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
6827,rj,rio-de-janeiro,2800.0,752.0,174.0,66.0,2.0,1.0,2.0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3275,mt,cuiaba,3500.0,900.0,0.0,127.0,3.0,2.0,5.0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1
2333,df,brasilia,1800.0,450.0,1200.0,50.0,1.0,0.0,1.0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1760,am,manaus,1350.0,0.0,530.0,90.0,3.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18660,se,aracaju,600.0,180.0,0.0,46.0,2.0,1.0,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13389,pr,curitiba,1300.0,400.0,50.0,28.0,1.0,0.0,1.0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
2945,df,brasilia,2500.0,530.0,1290.0,80.0,3.0,0.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9389,ba,salvador,2540.0,1121.0,237.0,116.0,3.0,2.0,4.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
5975,rj,rio-de-janeiro,2800.0,330.0,131.0,71.0,2.0,1.0,2.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
10384,sc,florianopolis,2500.0,750.0,131.0,88.0,2.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17200,pe,recife,3500.0,0.0,0.0,111.0,2.0,3.0,1.0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1
10719,sc,florianopolis,2300.0,520.0,980.0,85.0,3.0,1.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1
15723,ce,fortaleza,650.0,950.0,0.0,60.0,2.0,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5284,sp,sao-paulo,6800.0,720.0,737.0,113.0,3.0,3.0,3.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0
9405,ba,salvador,1800.0,0.0,0.0,100.0,3.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12111,al,maceio,2000.0,0.0,0.0,60.0,2.0,1.0,1.0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
43,mg,belo horizonte,2300.0,530.0,0.0,360.0,1.0,1.0,1.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8762,ba,salvador,2100.0,0.0,0.0,50.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8310,go,goiania,2000.0,0.0,100.0,210.0,4.0,0.0,3.0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15951,ce,fortaleza,2300.0,700.0,1200.0,70.0,2.0,2.0,2.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
8623,go,goiania,2800.0,1500.0,0.0,230.0,4.0,4.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
4969,sp,sao-paulo,1800.0,474.0,182.0,61.0,3.0,1.0,2.0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
12465,rs,porto-alegre,1400.0,290.0,50.0,50.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
116,mg,belo horizonte,1300.0,390.0,103.0,60.0,3.0,1.0,2.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
19244,rn,natal,3800.0,0.0,0.0,120.0,3.0,2.0,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
14956,ce,fortaleza,1995.0,380.0,42.0,65.0,3.0,2.0,3.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
11179,sc,florianopolis,3900.0,700.0,209.0,86.0,2.0,2.0,3.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
9704,ba,salvador,1800.0,678.0,600.0,50.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
18355,pb,joao-pessoa,900.0,350.0,0.0,60.0,2.0,1.0,2.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15623,ce,fortaleza,1175.0,750.0,83.0,114.0,3.0,2.0,3.0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
7780,go,goiania,1500.0,320.0,82.0,61.0,2.0,1.0,2.0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
14303,pr,curitiba,1000.0,231.0,43.0,67.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
874,mg,belo horizonte,1350.0,250.0,109.0,87.0,3.0,1.0,2.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6877,rj,rio-de-janeiro,2600.0,1555.0,415.0,130.0,3.0,1.0,3.0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
15762,ce,fortaleza,1500.0,0.0,61.0,90.0,3.0,4.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6478,rj,rio-de-janeiro,2900.0,715.0,220.0,69.0,1.0,1.0,2.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
703,mg,belo horizonte,900.0,374.0,0.0,55.0,3.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1626,mg,belo horizonte,2100.0,690.0,172.0,100.0,3.0,1.0,2.0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
14603,pr,curitiba,1300.0,445.0,67.0,58.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
10385,sc,florianopolis,2200.0,719.0,137.0,94.0,3.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13935,pr,curitiba,1809.0,364.0,22.0,51.0,2.0,1.0,2.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
5333,sp,sao-paulo,1700.0,331.0,0.0,44.0,2.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
9159,ba,salvador,1080.0,340.0,0.0,56.0,3.0,1.0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15067,ce,fortaleza,1700.0,880.0,140.0,140.0,3.0,2.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
6245,rj,rio-de-janeiro,950.0,535.0,85.0,70.0,2.0,1.0,2.0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
