,Estado,Cidade,Valor_aluguel,Valor_condomínio,Valor_iptu,Área_total,Qt_quartos,Qt_vagas,Qt_banheiros,Academia,Acesso_para_deficientes,Ar_condicionado,Área_de_serviço,Armário_embutido,Armário_na_cozinha,Bicicletário,Churrasqueira,Circuito_de_segurança,Conexão_à_internet,Elevador,Espaço_gourmet,Garagem,Interfone,Lavanderia,Mobiliado,Piscina,Playground,Quadra_de_tênis,Quadra_poliesportiva,Salão_de_festas,Sauna,Segurança_24h,Sistema_de_alarme,Spa,Varanda
5967,rj,rio-de-janeiro,3400.0,629.0,111.0,48.0,1.0,0.0,2.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
16863,pe,recife,3200.0,0.0,0.0,44.0,2.0,1.0,2.0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0
952,mg,belo horizonte,1600.0,250.0,123.0,87.0,3.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
19287,rn,natal,1200.0,0.0,0.0,60.0,2.0,2.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
5664,pi,teresina,500.0,50.0,0.0,45.0,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11075,sc,florianopolis,2000.0,350.0,900.0,79.0,2.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
7028,rj,rio-de-janeiro,850.0,665.0,56.0,73.0,2.0,0.0,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15603,ce,fortaleza,600.0,230.0,0.0,71.0,3.0,1.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
3409,mt,cuiaba,950.0,0.0,0.0,49.0,2.0,1.0,1.0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0
4775,sp,sao-paulo,2570.0,929.0,103.0,70.0,3.0,1.0,2.0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0
13562,pr,curitiba,1700.0,0.0,37.0,43.0,2.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15472,ce,fortaleza,1500.0,606.0,0.0,60.0,2.0,1.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10765,sc,florianopolis,250.0,0.0,0.0,43.0,1.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1461,mg,belo horizonte,1200.0,700.0,84.0,71.0,3.0,2.0,1.0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
9024,ba,salvador,1550.0,360.0,52.0,58.0,2.0,1.0,1.0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0
9929,ba,salvador,2850.0,800.0,550.0,77.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7953,go,goiania,1300.0,386.0,0.0,50.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19411,es,vitoria,1600.0,400.0,380.0,130.0,3.0,2.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12784,rs,porto-alegre,1800.0,450.0,0.0,69.0,2.0,1.0,2.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14095,pr,curitiba,700.0,258.0,23.0,45.0,2.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17612,pe,recife,2900.0,0.0,0.0,66.0,2.0,1.0,1.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5152,sp,sao-paulo,4900.0,1100.0,410.0,129.0,3.0,2.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1146,mg,belo horizonte,1000.0,290.0,98.0,70.0,3.0,1.0,2.0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1937,am,manaus,2500.0,0.0,0.0,100.0,3.0,0.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11868,ma,sao-luis,2500.0,0.0,0.0,74.0,3.0,1.0,3.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
17623,pe,recife,1200.0,750.0,192.0,92.0,3.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17179,pe,recife,1900.0,0.0,0.0,52.0,2.0,1.0,1.0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1
12899,rs,porto-alegre,1200.0,350.0,500.0,57.0,2.0,1.0,1.0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0
5914,rj,rio-de-janeiro,7000.0,5000.0,1040.0,424.0,4.0,1.0,5.0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
456,mg,belo horizonte,2800.0,700.0,230.0,100.0,2.0,1.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14771,ce,fortaleza,2900.0,700.0,102.0,75.0,3.0,2.0,3.0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
5397,sp,sao-paulo,2250.0,250.0,146.0,75.0,2.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
18821,rn,natal,1700.0,350.0,1200.0,56.0,2.0,1.0,2.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1
3858,mt,cuiaba,2000.0,0.0,0.0,30.0,1.0,1.0,2.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,mg,belo horizonte,1900.0,380.0,15000.0,115.0,3.0,2.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3130,mt,cuiaba,3189.0,0.0,0.0,135.0,3.0,2.0,3.0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1
8015,go,goiania,1550.0,230.0,0.0,39.0,1.0,2.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6780,rj,rio-de-janeiro,1100.0,345.0,10.0,65.0,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
6618,rj,rio-de-janeiro,3900.0,1500.0,480.0,110.0,3.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2627,df,brasilia,1500.0,470.0,48.0,56.0,2.0,0.0,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3773,mt,cuiaba,2100.0,476.0,0.0,82.0,3.0,2.0,2.0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0
2239,ms,campo-grande,1000.0,350.0,119.0,78.0,3.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16374,pe,recife,1500.0,400.0,0.0,51.0,2.0,1.0,2.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
12494,rs,porto-alegre,1500.0,150.0,0.0,57.0,2.0,1.0,1.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
5138,sp,sao-paulo,2300.0,662.0,156.0,41.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14583,pr,curitiba,1000.0,366.0,0.0,64.0,3.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2389,df,brasilia,3600.0,539.0,372.0,80.0,2.0,1.0,3.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
11760,ma,sao-luis,875.0,225.0,0.0,55.0,2.0,1.0,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
18083,pb,joao-pessoa,2500.0,0.0,0.0,140.0,3.0,2.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3082,mt,cuiaba,1100.0,285.0,0.0,48.0,2.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
10329,sc,florianopolis,3500.0,650.0,78.0,90.0,3.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17819,pb,joao-pessoa,2000.0,350.0,0.0,60.0,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
9530,ba,salvador,2500.0,960.0,110.0,108.0,3.0,2.0,3.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0
5591,pi,teresina,500.0,205.0,121.0,44.0,2.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1663,mg,belo horizonte,1550.0,286.0,85.0,67.0,2.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2901,df,brasilia,900.0,376.0,341.0,30.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4099,sp,sao-paulo,3800.0,700.0,266.0,64.0,1.0,1.0,1.0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
4268,sp,sao-paulo,2200.0,870.0,17.0,64.0,2.0,1.0,2.0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
17779,pe,recife,750.0,150.0,56.0,85.0,2.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13465,pr,curitiba,2500.0,495.0,117.0,107.0,3.0,2.0,3.0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
16441,pe,recife,1200.0,250.0,56.0,88.0,3.0,1.0,2.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1
8127,go,goiania,4400.0,0.0,252.0,210.0,4.0,3.0,4.0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6883,rj,rio-de-janeiro,3500.0,1365.0,412.0,90.0,2.0,1.0,1.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
14253,pr,curitiba,1400.0,650.0,102.0,60.0,1.0,1.0,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
9563,ba,salvador,1100.0,420.0,28.0,54.0,2.0,1.0,2.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2397,df,brasilia,1200.0,250.0,101.0,60.0,2.0,1.0,1.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
8899,ba,salvador,2100.0,550.0,156.0,54.0,1.0,1.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
4184,sp,sao-paulo,1350.0,459.0,30.0,49.0,2.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0
16703,pe,recife,3900.0,0.0,0.0,132.0,3.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2576,df,brasilia,810.0,170.0,0.0,55.0,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2373,df,brasilia,1700.0,80.0,140.0,70.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15112,ce,fortaleza,1600.0,0.0,0.0,87.0,3.0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
6633,rj,rio-de-janeiro,2400.0,1152.0,251.0,75.0,2.0,1.0,2.0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16929,pe,recife,3300.0,0.0,0.0,56.0,2.0,1.0,2.0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0
14572,pr,curitiba,990.0,450.0,0.0,44.0,1.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14021,pr,curitiba,1200.0,435.0,39.0,31.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16102,ce,fortaleza,4000.0,0.0,538.0,261.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11011,sc,florianopolis,2400.0,522.0,236.0,80.0,3.0,2.0,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19418,es,vitoria,1400.0,490.0,0.0,50.0,2.0,1.0,1.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
5640,pi,teresina,600.0,189.0,84.0,49.0,2.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0
9001,ba,salvador,3020.0,800.0,280.0,87.0,2.0,2.0,2.0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0
9287,ba,salvador,1200.0,470.0,73.0,57.0,1.0,1.0,1.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
2515,df,brasilia,1320.0,0.0,15.0,80.0,3.0,0.0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4262,sp,sao-paulo,2200.0,700.0,0.0,70.0,3.0,1.0,2.0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0
19061,rn,natal,1360.0,420.0,1685.0,154.0,3.0,1.0,3.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
415,mg,belo horizonte,1200.0,250.0,70.0,98.0,3.0,2.0,2.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9618,ba,salvador,1080.0,425.0,64.0,66.0,2.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
5013,sp,sao-paulo,1220.0,0.0,50.0,65.0,2.0,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13143,rs,porto-alegre,1471.0,180.0,37.0,60.0,2.0,0.0,1.0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
5778,pi,teresina,750.0,0.0,0.0,40.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7188,rj,rio-de-janeiro,900.0,465.0,0.0,38.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10629,sc,florianopolis,2200.0,581.0,102.0,62.0,2.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3695,mt,cuiaba,3500.0,1500.0,261.0,175.0,4.0,4.0,5.0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
710,mg,belo horizonte,1300.0,200.0,128.0,70.0,2.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15742,ce,fortaleza,500.0,200.0,15.0,52.0,2.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0
4503,sp,sao-paulo,5798.0,843.0,359.0,67.0,1.0,2.0,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
18036,pb,joao-pessoa,1550.0,0.0,0.0,58.0,1.0,1.0,1.0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0
16674,pe,recife,2700.0,0.0,0.0,63.0,3.0,1.0,2.0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0
10175,ba,salvador,900.0,280.0,0.0,39.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1495,mg,belo horizonte,1450.0,390.0,87.0,70.0,3.0,1.0,2.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11251,sc,florianopolis,1660.0,214.0,126.0,58.0,2.0,0.0,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18562,se,aracaju,550.0,450.0,1004.0,80.0,3.0,1.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6249,rj,rio-de-janeiro,2500.0,621.0,152.0,81.0,2.0,1.0,2.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
11520,sc,florianopolis,1200.0,506.0,95.0,55.0,2.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4091,sp,sao-paulo,2200.0,362.0,190.0,62.0,2.0,1.0,2.0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1
16204,ce,fortaleza,400.0,0.0,133.0,45.0,2.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2888,df,brasilia,900.0,293.0,38.0,35.0,1.0,0.0,1.0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
4928,sp,sao-paulo,3000.0,1176.0,300.0,100.0,3.0,2.0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0
13556,pr,curitiba,1800.0,450.0,76.0,64.0,3.0,1.0,2.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1523,mg,belo horizonte,850.0,280.0,59.0,60.0,3.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13463,pr,curitiba,1600.0,190.0,85.0,79.0,3.0,2.0,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10282,sc,florianopolis,1700.0,750.0,99.0,90.0,2.0,2.0,2.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
7249,rj,rio-de-janeiro,900.0,500.0,59.0,69.0,2.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5206,sp,sao-paulo,8500.0,1670.0,1200.0,240.0,4.0,4.0,5.0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1
1241,mg,belo horizonte,3650.0,990.0,549.0,85.0,3.0,2.0,3.0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0
1406,mg,belo horizonte,1950.0,500.0,197.0,85.0,2.0,2.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3319,mt,cuiaba,2700.0,704.0,1900.0,118.0,3.0,2.0,1.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
11222,sc,florianopolis,2700.0,700.0,0.0,60.0,2.0,1.0,3.0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1
916,mg,belo horizonte,2500.0,300.0,180.0,130.0,3.0,1.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527,mg,belo horizonte,1100.0,505.0,130.0,68.0,2.0,0.0,2.0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11286,sc,florianopolis,2200.0,0.0,104.0,107.0,2.0,1.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9919,ba,salvador,1600.0,400.0,53.0,50.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
17864,pb,joao-pessoa,2000.0,0.0,0.0,76.0,2.0,1.0,3.0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0
19297,rn,natal,1500.0,0.0,0.0,110.0,3.0,2.0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2819,df,brasilia,750.0,0.0,0.0,36.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15632,ce,fortaleza,700.0,420.0,0.0,66.0,2.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15912,ce,fortaleza,1100.0,550.0,80.0,103.0,3.0,1.0,3.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
18668,se,aracaju,800.0,240.0,0.0,78.0,3.0,1.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
6264,rj,rio-de-janeiro,1300.0,628.0,56.0,62.0,2.0,1.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10951,sc,florianopolis,2450.0,883.0,0.0,122.0,3.0,2.0,3.0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3012,df,brasilia,2900.0,350.0,107.0,70.0,3.0,0.0,2.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16963,pe,recife,1200.0,648.0,115.0,75.0,2.0,1.0,1.0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
15340,ce,fortaleza,1100.0,0.0,0.0,55.0,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
14893,ce,fortaleza,2700.0,0.0,0.0,83.0,2.0,2.0,2.0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1,0,1,1,0,1
6107,rj,rio-de-janeiro,1210.0,430.0,45.0,85.0,3.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
774,mg,belo horizonte,1900.0,669.0,194.0,70.0,2.0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
11015,sc,florianopolis,490.0,0.0,0.0,80.0,2.0,1.0,2.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1631,mg,belo horizonte,1100.0,297.0,121.0,106.0,2.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
9414,ba,salvador,2500.0,580.0,60.0,100.0,2.0,1.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15695,ce,fortaleza,2100.0,491.0,0.0,53.0,2.0,1.0,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1
14177,pr,curitiba,1490.0,423.0,82.0,135.0,3.0,0.0,2.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
8661,ba,salvador,2100.0,520.0,145.0,50.0,1.0,1.0,1.0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0
2750,df,brasilia,600.0,50.0,18.0,28.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11335,sc,florianopolis,3700.0,400.0,150.0,107.0,4.0,2.0,2.0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
11792,ma,sao-luis,1600.0,0.0,0.0,77.0,3.0,1.0,2.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
18363,pb,joao-pessoa,2200.0,0.0,0.0,45.0,2.0,1.0,2.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
13185,rs,porto-alegre,2900.0,400.0,114.0,45.0,2.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
9811,ba,salvador,3650.0,1.0,1.0,125.0,3.0,1.0,3.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
